47	Jan	5603.933
48	Feb	5026.637
49	Mar	3096.388
50	Apr	4635.989
1	May	4104.047
2	Jun	3811.142
3	Jul	4654.047
4	Aug	4126.991
5	Sep	4482.927
6	Oct	5156.538
7	Nov	3657.674
8	Dec	3469.113
9	Jan	3624.454
10	Feb	5528.892
11	Mar	3196.706
12	Apr	5457.757
13	May	2791.462
14	Jun	5133.894
15	Jul	5165.392
16	Aug	3850.014
17	Sep	5118.841
18	Oct	3704.417
19	Nov	2767.373
20	Dec	4632.343
21	Jan	4573.864
22	Feb	4280.29
23	Mar	5241.733
24	Apr	2938.217
25	May	4119.487
26	Jun	3809.716
27	Jul	1932.366
28	Aug	3841.435
29	Sep	4909.869
30	Oct	7259.83
31	Nov	4031.69
32	Dec	3701.453
33	Jan	5048.669
34	Feb	4425.846
35	Mar	6315.345
36	Apr	5888.921
37	May	3774.642
38	Jun	5985.392
39	Jul	3585.905
40	Aug	3691.606
41	Sep	4856.938
42	Oct	4994.829
43	Nov	4868.46
44	Dec	4208.853
45	Jan	3639.084
46	Feb	2029.615
47	Mar	4745.052
48	Apr	4100.341
49	May	6106.048
50	Jun	2669.743
1	Jul	5047.34
2	Aug	3648.773
3	Sep	5059.384
4	Oct	5043.039
5	Nov	6336.056
6	Dec	6647.401
7	Jan	5797.093
8	Feb	3992.432
9	Mar	5091.406
10	Apr	2856.064
11	May	3992.012
12	Jun	3257.084
13	Jul	5628.09
14	Aug	4117.996
15	Sep	5863.141
16	Oct	3623.981
17	Nov	4240.281
18	Dec	6905.649
19	Jan	3083.778
20	Feb	3436.569
21	Mar	3203.537
22	Apr	4879.23
23	May	4044.844
24	Jun	5265.301
25	Jul	4684.549
26	Aug	4879.467
27	Sep	5502.398
28	Oct	5725.194
29	Nov	4696.941
30	Dec	4785.692
31	Jan	2736.51
32	Feb	4420.902
33	Mar	3782.276
34	Apr	4205.952
35	May	4922.762
36	Jun	5451.792
37	Jul	5001.055
38	Aug	4849.843
39	Sep	5110.195
40	Oct	4494.27
41	Nov	5060.028
42	Dec	4034.424
43	Jan	5576.293
44	Feb	4579.626
45	Mar	4957.852
46	Apr	5291.246
47	May	5318.136
48	Jun	5972.878
49	Jul	5051.121
50	Aug	4086.241
1	Sep	3518.123
2	Oct	4233.969
3	Nov	3187.916
4	Dec	4191.514
5	Jan	4287.074
6	Feb	4985.248
7	Mar	4695.386
8	Apr	4186.742
9	May	4109.434
10	Jun	4978.275
11	Jul	5625.203
12	Aug	2626.942
13	Sep	5006.909
14	Oct	5868.965
15	Nov	4619.262
16	Dec	3044.545
17	Jan	3773.501
18	Feb	3485.273
19	Mar	5424.539
20	Apr	4532.1
21	May	5513.517
22	Jun	4061.66
23	Jul	4594.07
24	Aug	4447.446
25	Sep	4331.824
26	Oct	3777.696
27	Nov	3603.127
28	Dec	3425.168
29	Jan	2849.033
30	Feb	6055.686
31	Mar	4463.627
32	Apr	1914.16
33	May	5978.886
34	Jun	5586.735
35	Jul	5789.165
36	Aug	5289.464
37	Sep	7604.394
38	Oct	3579.976
39	Nov	5293.189
40	Dec	4386.298
41	Jan	4908.211
42	Feb	4969.361
43	Mar	4483.266
44	Apr	4248.853
45	May	5013.79
46	Jun	5143.1
47	Jul	4054.905
48	Aug	3185.877
49	Sep	5219.135
50	Oct	4369.354
1	Nov	3818.914
2	Dec	4530.095
3	Jan	3699.746
4	Feb	4531.911
5	Mar	3605.637
6	Apr	4598.446
7	May	3184.131
8	Jun	5213.778
9	Jul	3853.437
10	Aug	5037.581
11	Sep	5110.048
12	Oct	4373.584
13	Nov	3973.765
14	Dec	4358.005
15	Jan	4608.516
16	Feb	2740.28
17	Mar	6336.138
18	Apr	3506.047
19	May	6266.347
20	Jun	5581.245
21	Jul	4462.62
22	Aug	3946.153
23	Sep	3376.062
24	Oct	4461.157
25	Nov	4860.672
26	Dec	1768.401
27	Jan	5261.488
28	Feb	3740.272
29	Mar	2499.708
30	Apr	5801.22
31	May	3544.651
32	Jun	4423.078
33	Jul	4974.304
34	Aug	4924.16
35	Sep	5875.736
36	Oct	3100.882
37	Nov	3378.71
38	Dec	2899.736
39	Jan	4099.211
40	Feb	5752.722
41	Mar	3715.841
42	Apr	4943.516
43	May	4106.527
44	Jun	4533.11
45	Jul	6208.169
46	Aug	5736.403
47	Sep	4112.718
48	Oct	3804.694
49	Nov	6269.875
50	Dec	5278.167
1	Jan	5989.272
2	Feb	5441.973
3	Mar	3566.254
4	Apr	3368.312
5	May	3061.949
6	Jun	4479.693
7	Jul	5181.47
8	Aug	3614.572
9	Sep	4402.01
10	Oct	5087.441
11	Nov	3871.95
12	Dec	4714.376
13	Jan	4626.633
14	Feb	5259.584
15	Mar	4007.8
16	Apr	4714.072
17	May	4525.984
18	Jun	2685.428
19	Jul	2917.902
20	Aug	5310.074
21	Sep	5638.794
22	Oct	3863.581
23	Nov	3516.355
24	Dec	4169.086
25	Jan	3202.531
26	Feb	4566.973
27	Mar	2884.447
28	Apr	4228.53
29	May	3224.994
30	Jun	3908.639
31	Jul	3775.12
32	Aug	5738.224
33	Sep	4522.72
34	Oct	4290.368
35	Nov	3496.055
36	Dec	4033.002
37	Jan	4465.541
38	Feb	3800.531
39	Mar	3576.546
40	Apr	4959.926
41	May	5078.13
42	Jun	3396.896
43	Jul	4082.659
44	Aug	3962.351
45	Sep	5585.993
46	Oct	4993.567
47	Nov	4246.592
48	Dec	4002.166
49	Jan	4928.887
50	Feb	5250.643
1	Mar	3626.249
2	Apr	4761.441
3	May	4473.284
4	Jun	4379.436
5	Jul	5879.177
6	Aug	2703.628
7	Sep	4469.432
8	Oct	4251.743
9	Nov	4326.571
10	Dec	4167.39
11	Jan	5767.356
12	Feb	4315.274
13	Mar	4613.7
14	Apr	2904.723
15	May	4805.176
16	Jun	4000.888
17	Jul	2471.764
18	Aug	6700.471
19	Sep	3838.594
20	Oct	2355.362
21	Nov	4546.963
22	Dec	3631.792
23	Jan	6184.854
24	Feb	5497.763
25	Mar	5533.48
26	Apr	3778.886
27	May	4896.135
28	Jun	4914.749
29	Jul	4784.219
30	Aug	4326.196
31	Sep	4336.622
32	Oct	4566.909
33	Nov	5105.665
34	Dec	5594.465
35	Jan	3767.441
36	Feb	5451.447
37	Mar	5642.264
38	Apr	4559.053
39	May	5440.334
40	Jun	3698.806
41	Jul	4139.46
42	Aug	3703.797
43	Sep	3712.895
44	Oct	4337.977
45	Nov	3663.536
46	Dec	4157.86
47	Jan	5892.463
48	Feb	5004.606
49	Mar	3738.222
50	Apr	4107.258
1	May	3056.033
2	Jun	4673.622
3	Jul	3245.23
4	Aug	4556.269
5	Sep	3479.639
6	Oct	4974.075
7	Nov	3180.883
8	Dec	3736.957
9	Jan	4121.419
10	Feb	4788.716
11	Mar	5488.686
12	Apr	3505.942
13	May	2625.383
14	Jun	6373.405
15	Jul	4954.641
16	Aug	5737.208
17	Sep	3635.915
18	Oct	2653.175
19	Nov	5278.334
20	Dec	3461.326
21	Jan	5577.389
22	Feb	3102.332
23	Mar	4261.41
24	Apr	5668.956
25	May	4324.298
26	Jun	5593.173
27	Jul	5032.759
28	Aug	3858.968
29	Sep	2745.402
30	Oct	4439.751
31	Nov	4600.105
32	Dec	6472.788
33	Jan	1582.11
34	Feb	4941.684
35	Mar	4817.898
36	Apr	4332.908
37	May	3830.02
38	Jun	5308.664
39	Jul	4191.917
40	Aug	4186.207
41	Sep	3371.075
42	Oct	5816.122
43	Nov	4131.837
44	Dec	3468.6
45	Jan	4149.12
46	Feb	4270.249
47	Mar	4035.864
48	Apr	4266.059
49	May	5293.349
50	Jun	5176.096
1	Jul	2980.063
2	Aug	5118.665
3	Sep	4951.325
4	Oct	4047.792
5	Nov	5232.808
6	Dec	4760.292
7	Jan	4617.285
8	Feb	3490.631
9	Mar	4720.616
10	Apr	4790.142
11	May	4330.297
12	Jun	3381.319
13	Jul	4602.899
14	Aug	5346.341
15	Sep	3016.666
16	Oct	4553.185
17	Nov	5011.686
18	Dec	4483.399
19	Jan	4898.198
20	Feb	2999.294
21	Mar	4023.764
22	Apr	5414.095
23	May	6646.847
24	Jun	4723.254
25	Jul	3649.528
26	Aug	3644.528
27	Sep	4026.833
28	Oct	5089.968
29	Nov	4261.195
30	Dec	6499.267
31	Jan	4589.876
32	Feb	3646.151
33	Mar	4613.554
34	Apr	5480.668
35	May	4977.313
36	Jun	4364.313
37	Jul	4738.429
38	Aug	5138.787
39	Sep	4599.141
40	Oct	4247.907
41	Nov	3741.166
42	Dec	5755.423
43	Jan	3986.458
44	Feb	3472.19
45	Mar	3265.805
46	Apr	4775.142
47	May	5362.69
48	Jun	5174.158
49	Jul	4646.037
50	Aug	5240.859
1	Sep	4946.955
2	Oct	5361.301
3	Nov	4744.983
4	Dec	4486.144
5	Jan	4119.795
6	Feb	4406.197
7	Mar	5471.737
8	Apr	4310.032
9	May	4174.326
10	Jun	4901.842
11	Jul	4846.274
12	Aug	5566.503
13	Sep	4620.029
14	Oct	5347.66
15	Nov	4720.064
16	Dec	5028.191
17	Jan	5098.126
18	Feb	4321.205
19	Mar	4720.731
20	Apr	5188.237
21	May	5069.354
22	Jun	4041.026
23	Jul	6118.877
24	Aug	4311.209
25	Sep	5098.151
26	Oct	3210.425
27	Nov	4225.48
28	Dec	3802.554
29	Jan	5129.645
30	Feb	5493.606
31	Mar	5306.02
32	Apr	3514.505
33	May	5774.728
34	Jun	4495.269
35	Jul	4301.597
36	Aug	5197.846
37	Sep	4434.549
38	Oct	4364.97
39	Nov	4466.059
40	Dec	5996.308
41	Jan	6523.928
42	Feb	4395.276
43	Mar	5312.901
44	Apr	5248.507
45	May	4723.603
46	Jun	4243.397
47	Jul	4727.807
48	Aug	4474.247
49	Sep	2535.387
50	Oct	4877.286
1	Nov	3803.217
2	Dec	2849.197
3	Jan	4178.856
4	Feb	4050.762
5	Mar	4657.554
6	Apr	4573.535
7	May	5072.57
8	Jun	3990.65
9	Jul	5266.9
10	Aug	5134.838
11	Sep	4198.806
12	Oct	3878.117
13	Nov	5152.066
14	Dec	4955.54
15	Jan	5054.659
16	Feb	4976.041
17	Mar	2647.895
18	Apr	4507.375
19	May	5136.771
20	Jun	3030.686
21	Jul	4864.601
22	Aug	3124.67
23	Sep	6160.06
24	Oct	5296.565
25	Nov	4136.485
26	Dec	3839.489
27	Jan	3654.742
28	Feb	4445.982
29	Mar	3635.555
30	Apr	4229.65
31	May	2600.465
32	Jun	5413.268
33	Jul	5147.823
34	Aug	4871.681
35	Sep	2127.408
36	Oct	5283.275
37	Nov	6079.206
38	Dec	4314.454
39	Jan	4110.886
40	Feb	4555.496
41	Mar	5504.791
42	Apr	6354.941
43	May	3827.955
44	Jun	5476.212
45	Jul	5126.578
46	Aug	5033.794
47	Sep	5121.297
48	Oct	2793.531
49	Nov	4341.856
50	Dec	6135.611
